component_type,criticality,status,action,strategy_type,upstream_callers_count,downstream_deps_count,total_affected_count,critical_callers_count,max_dependency_depth,is_spof,cross_env_links,cpu_percent,has_cpu_telemetry,storage_gb,has_storage_telemetry,cost_per_month,risk_score,simulated_downtime_minutes,has_downtime_metric,simulated_cost_delta,has_cost_metric,strategy_complexity,provides_redundancy,requires_data_sync,zero_downtime_capable,suitability_score,is_suitable_label
server,critical,active,migrate,multi_az_modernize,8,2,10,1,3,1,2,-1.0,0,-1.0,0,1814.85,100,29.9,1,362.97,1,3,1,0,1,0.98,1
server,critical,active,migrate,read_replica_offload,8,2,10,1,3,1,2,-1.0,0,-1.0,0,1814.85,100,29.9,1,362.97,1,3,0,1,0,0.1176,0
server,critical,active,migrate,auto_scaling_group,8,2,10,1,3,1,2,-1.0,0,-1.0,0,1814.85,100,29.9,1,362.97,1,2,1,0,1,0.5363,0
server,critical,active,migrate,dependency_circuit_breaker,8,2,10,1,3,1,2,-1.0,0,-1.0,0,1814.85,100,29.9,1,362.97,1,3,0,0,0,0.9084,1
server,high,active,migrate,direct_lift_shift,5,5,10,2,2,0,0,37.3,1,-1.0,0,166.04,67,24.9,1,33.21,1,1,0,0,0,0.218,0
server,high,active,migrate,phased_blue_green,5,5,10,2,2,0,0,37.3,1,-1.0,0,166.04,67,24.9,1,33.21,1,2,1,1,1,0.98,1
server,high,active,migrate,multi_az_modernize,5,5,10,2,2,0,0,37.3,1,-1.0,0,166.04,67,24.9,1,33.21,1,3,1,0,1,0.98,1
server,high,active,migrate,read_replica_offload,5,5,10,2,2,0,0,37.3,1,-1.0,0,166.04,67,24.9,1,33.21,1,3,0,1,0,0.1298,0
server,high,active,migrate,auto_scaling_group,5,5,10,2,2,0,0,37.3,1,-1.0,0,166.04,67,24.9,1,33.21,1,2,1,0,1,0.5593,0
server,high,active,migrate,dependency_circuit_breaker,5,5,10,2,2,0,0,37.3,1,-1.0,0,166.04,67,24.9,1,33.21,1,3,0,0,0,0.7958,1
application,medium,active,fail,direct_lift_shift,7,4,11,0,0,1,0,85.5,1,-1.0,0,1030.02,100,14.9,1,0.0,1,1,0,0,0,0.2544,0
application,medium,active,fail,phased_blue_green,7,4,11,0,0,1,0,85.5,1,-1.0,0,1030.02,100,14.9,1,0.0,1,2,1,1,1,0.5806,0
application,medium,active,fail,multi_az_modernize,7,4,11,0,0,1,0,85.5,1,-1.0,0,1030.02,100,14.9,1,0.0,1,3,1,0,1,0.98,1
application,medium,active,fail,read_replica_offload,7,4,11,0,0,1,0,85.5,1,-1.0,0,1030.02,100,14.9,1,0.0,1,3,0,1,0,0.0813,0
application,medium,active,fail,auto_scaling_group,7,4,11,0,0,1,0,85.5,1,-1.0,0,1030.02,100,14.9,1,0.0,1,2,1,0,1,0.9799,1
application,medium,active,fail,dependency_circuit_breaker,7,4,11,0,0,1,0,85.5,1,-1.0,0,1030.02,100,14.9,1,0.0,1,3,0,0,0,0.4986,0
container,medium,warning,restart,direct_lift_shift,5,3,8,3,3,0,0,37.7,1,-1.0,0,2218.14,47,-1.0,0,0.0,1,1,0,0,0,0.2179,0
container,medium,warning,restart,phased_blue_green,5,3,8,3,3,0,0,37.7,1,-1.0,0,2218.14,47,-1.0,0,0.0,1,2,1,1,1,0.6131,0
container,medium,warning,restart,multi_az_modernize,5,3,8,3,3,0,0,37.7,1,-1.0,0,2218.14,47,-1.0,0,0.0,1,3,1,0,1,0.5634,0
container,medium,warning,restart,read_replica_offload,5,3,8,3,3,0,0,37.7,1,-1.0,0,2218.14,47,-1.0,0,0.0,1,3,0,1,0,0.1382,0
container,medium,warning,restart,auto_scaling_group,5,3,8,3,3,0,0,37.7,1,-1.0,0,2218.14,47,-1.0,0,0.0,1,2,1,0,1,0.5777,0
container,medium,warning,restart,dependency_circuit_breaker,5,3,8,3,3,0,0,37.7,1,-1.0,0,2218.14,47,-1.0,0,0.0,1,3,0,0,0,0.9022,1
server,high,warning,migrate,direct_lift_shift,2,3,5,2,4,0,1,-1.0,0,86.6,1,1552.95,72,39.3,1,310.59,1,1,0,0,0,0.6115,0
server,high,warning,migrate,phased_blue_green,2,3,5,2,4,0,1,-1.0,0,86.6,1,1552.95,72,39.3,1,310.59,1,2,1,1,1,0.98,1
server,high,warning,migrate,multi_az_modernize,2,3,5,2,4,0,1,-1.0,0,86.6,1,1552.95,72,39.3,1,310.59,1,3,1,0,1,0.98,1
server,high,warning,migrate,read_replica_offload,2,3,5,2,4,0,1,-1.0,0,86.6,1,1552.95,72,39.3,1,310.59,1,3,0,1,0,0.0583,0
server,high,warning,migrate,auto_scaling_group,2,3,5,2,4,0,1,-1.0,0,86.6,1,1552.95,72,39.3,1,310.59,1,2,1,0,1,0.5034,0
server,high,warning,migrate,dependency_circuit_breaker,2,3,5,2,4,0,1,-1.0,0,86.6,1,1552.95,72,39.3,1,310.59,1,3,0,0,0,0.4684,0
storage,critical,active,fail,direct_lift_shift,1,5,6,1,3,0,0,17.9,1,-1.0,0,1889.31,88,29.9,1,0.0,1,1,0,0,0,0.6177,0
storage,critical,active,fail,phased_blue_green,1,5,6,1,3,0,0,17.9,1,-1.0,0,1889.31,88,29.9,1,0.0,1,2,1,1,1,0.5068,0
storage,critical,active,fail,multi_az_modernize,1,5,6,1,3,0,0,17.9,1,-1.0,0,1889.31,88,29.9,1,0.0,1,3,1,0,1,0.9115,1
storage,critical,active,fail,read_replica_offload,1,5,6,1,3,0,0,17.9,1,-1.0,0,1889.31,88,29.9,1,0.0,1,3,0,1,0,0.167,0
storage,critical,active,fail,auto_scaling_group,1,5,6,1,3,0,0,17.9,1,-1.0,0,1889.31,88,29.9,1,0.0,1,2,1,0,1,0.1485,0
storage,critical,active,fail,dependency_circuit_breaker,1,5,6,1,3,0,0,17.9,1,-1.0,0,1889.31,88,29.9,1,0.0,1,3,0,0,0,0.5303,0
storage,high,active,restart,direct_lift_shift,2,6,8,0,3,1,0,52.8,1,-1.0,0,1723.79,62,-1.0,0,0.0,1,1,0,0,0,0.3321,0
storage,high,active,restart,phased_blue_green,2,6,8,0,3,1,0,52.8,1,-1.0,0,1723.79,62,-1.0,0,0.0,1,2,1,1,1,0.7023,1
storage,high,active,restart,multi_az_modernize,2,6,8,0,3,1,0,52.8,1,-1.0,0,1723.79,62,-1.0,0,0.0,1,3,1,0,1,0.9461,1
storage,high,active,restart,read_replica_offload,2,6,8,0,3,1,0,52.8,1,-1.0,0,1723.79,62,-1.0,0,0.0,1,3,0,1,0,0.0877,0
storage,high,active,restart,auto_scaling_group,2,6,8,0,3,1,0,52.8,1,-1.0,0,1723.79,62,-1.0,0,0.0,1,2,1,0,1,0.1592,0
storage,high,active,restart,dependency_circuit_breaker,2,6,8,0,3,1,0,52.8,1,-1.0,0,1723.79,62,-1.0,0,0.0,1,3,0,0,0,0.4473,0
storage,low,degraded,fail,direct_lift_shift,2,5,7,2,4,1,0,22.4,1,633.3,1,1251.49,100,66.7,1,0.0,1,1,0,0,0,0.27,0
storage,low,degraded,fail,phased_blue_green,2,5,7,2,4,1,0,22.4,1,633.3,1,1251.49,100,66.7,1,0.0,1,2,1,1,1,0.661,0
storage,low,degraded,fail,multi_az_modernize,2,5,7,2,4,1,0,22.4,1,633.3,1,1251.49,100,66.7,1,0.0,1,3,1,0,1,0.9009,1
storage,low,degraded,fail,read_replica_offload,2,5,7,2,4,1,0,22.4,1,633.3,1,1251.49,100,66.7,1,0.0,1,3,0,1,0,0.1411,0
storage,low,degraded,fail,auto_scaling_group,2,5,7,2,4,1,0,22.4,1,633.3,1,1251.49,100,66.7,1,0.0,1,2,1,0,1,0.1017,0
storage,low,degraded,fail,dependency_circuit_breaker,2,5,7,2,4,1,0,22.4,1,633.3,1,1251.49,100,66.7,1,0.0,1,3,0,0,0,0.5654,0
storage,critical,warning,migrate,direct_lift_shift,0,2,2,0,0,0,1,-1.0,0,635.2,1,2343.72,55,46.8,1,468.74,1,1,0,0,0,0.1861,0
storage,critical,warning,migrate,phased_blue_green,0,2,2,0,0,0,1,-1.0,0,635.2,1,2343.72,55,46.8,1,468.74,1,2,1,1,1,0.4972,0
storage,critical,warning,migrate,multi_az_modernize,0,2,2,0,0,0,1,-1.0,0,635.2,1,2343.72,55,46.8,1,468.74,1,3,1,0,1,0.8941,1
storage,critical,warning,migrate,read_replica_offload,0,2,2,0,0,0,1,-1.0,0,635.2,1,2343.72,55,46.8,1,468.74,1,3,0,1,0,0.1192,0
storage,critical,warning,migrate,auto_scaling_group,0,2,2,0,0,0,1,-1.0,0,635.2,1,2343.72,55,46.8,1,468.74,1,2,1,0,1,0.2108,0
storage,critical,warning,migrate,dependency_circuit_breaker,0,2,2,0,0,0,1,-1.0,0,635.2,1,2343.72,55,46.8,1,468.74,1,3,0,0,0,0.1541,0
storage,medium,degraded,scale,direct_lift_shift,2,4,6,2,0,1,0,12.6,1,662.7,1,2283.92,85,48.1,1,1141.96,1,1,0,0,0,0.2558,0
storage,medium,degraded,scale,phased_blue_green,2,4,6,2,0,1,0,12.6,1,662.7,1,2283.92,85,48.1,1,1141.96,1,2,1,1,1,0.6507,0
storage,medium,degraded,scale,multi_az_modernize,2,4,6,2,0,1,0,12.6,1,662.7,1,2283.92,85,48.1,1,1141.96,1,3,1,0,1,0.9713,1
storage,medium,degraded,scale,read_replica_offload,2,4,6,2,0,1,0,12.6,1,662.7,1,2283.92,85,48.1,1,1141.96,1,3,0,1,0,0.0852,0
storage,medium,degraded,scale,auto_scaling_group,2,4,6,2,0,1,0,12.6,1,662.7,1,2283.92,85,48.1,1,1141.96,1,2,1,0,1,0.1488,0
storage,medium,degraded,scale,dependency_circuit_breaker,2,4,6,2,0,1,0,12.6,1,662.7,1,2283.92,85,48.1,1,1141.96,1,3,0,0,0,0.5585,0
application,medium,warning,fail,direct_lift_shift,2,2,4,1,4,1,0,-1.0,0,-1.0,0,1532.95,90,35.0,1,0.0,1,1,0,0,0,0.2559,0
application,medium,warning,fail,phased_blue_green,2,2,4,1,4,1,0,-1.0,0,-1.0,0,1532.95,90,35.0,1,0.0,1,2,1,1,1,0.6955,0
application,medium,warning,fail,multi_az_modernize,2,2,4,1,4,1,0,-1.0,0,-1.0,0,1532.95,90,35.0,1,0.0,1,3,1,0,1,0.8635,1
application,medium,warning,fail,read_replica_offload,2,2,4,1,4,1,0,-1.0,0,-1.0,0,1532.95,90,35.0,1,0.0,1,3,0,1,0,0.0918,0
application,medium,warning,fail,auto_scaling_group,2,2,4,1,4,1,0,-1.0,0,-1.0,0,1532.95,90,35.0,1,0.0,1,2,1,0,1,0.5594,0
application,medium,warning,fail,dependency_circuit_breaker,2,2,4,1,4,1,0,-1.0,0,-1.0,0,1532.95,90,35.0,1,0.0,1,3,0,0,0,0.4729,0
server,medium,degraded,scale,direct_lift_shift,0,2,2,0,0,0,0,78.2,1,-1.0,0,2325.77,40,-1.0,0,1162.88,1,1,0,0,0,0.5939,0
server,medium,degraded,scale,phased_blue_green,0,2,2,0,0,0,0,78.2,1,-1.0,0,2325.77,40,-1.0,0,1162.88,1,2,1,1,1,0.5103,0
server,medium,degraded,scale,multi_az_modernize,0,2,2,0,0,0,0,78.2,1,-1.0,0,2325.77,40,-1.0,0,1162.88,1,3,1,0,1,0.6604,0
server,medium,degraded,scale,read_replica_offload,0,2,2,0,0,0,0,78.2,1,-1.0,0,2325.77,40,-1.0,0,1162.88,1,3,0,1,0,0.0834,0
server,medium,degraded,scale,auto_scaling_group,0,2,2,0,0,0,0,78.2,1,-1.0,0,2325.77,40,-1.0,0,1162.88,1,2,1,0,1,0.9545,1
server,medium,degraded,scale,dependency_circuit_breaker,0,2,2,0,0,0,0,78.2,1,-1.0,0,2325.77,40,-1.0,0,1162.88,1,3,0,0,0,0.1519,0
storage,low,active,fail,direct_lift_shift,0,2,2,0,0,0,0,-1.0,0,832.6,1,670.13,40,56.6,1,0.0,1,1,0,0,0,0.6512,0
storage,low,active,fail,phased_blue_green,0,2,2,0,0,0,0,-1.0,0,832.6,1,670.13,40,56.6,1,0.0,1,2,1,1,1,0.5617,0
storage,low,active,fail,multi_az_modernize,0,2,2,0,0,0,0,-1.0,0,832.6,1,670.13,40,56.6,1,0.0,1,3,1,0,1,0.4658,0
storage,low,active,fail,read_replica_offload,0,2,2,0,0,0,0,-1.0,0,832.6,1,670.13,40,56.6,1,0.0,1,3,0,1,0,0.1045,0
storage,low,active,fail,auto_scaling_group,0,2,2,0,0,0,0,-1.0,0,832.6,1,670.13,40,56.6,1,0.0,1,2,1,0,1,0.177,0
storage,low,active,fail,dependency_circuit_breaker,0,2,2,0,0,0,0,-1.0,0,832.6,1,670.13,40,56.6,1,0.0,1,3,0,0,0,0.2107,0
lambda,medium,degraded,fail,direct_lift_shift,4,3,7,3,4,1,0,-1.0,0,-1.0,0,1457.34,100,35.0,1,0.0,1,1,0,0,0,0.2787,0
lambda,medium,degraded,fail,phased_blue_green,4,3,7,3,4,1,0,-1.0,0,-1.0,0,1457.34,100,35.0,1,0.0,1,2,1,1,1,0.4616,0
lambda,medium,degraded,fail,multi_az_modernize,4,3,7,3,4,1,0,-1.0,0,-1.0,0,1457.34,100,35.0,1,0.0,1,3,1,0,1,0.8267,1
lambda,medium,degraded,fail,read_replica_offload,4,3,7,3,4,1,0,-1.0,0,-1.0,0,1457.34,100,35.0,1,0.0,1,3,0,1,0,0.127,0
lambda,medium,degraded,fail,auto_scaling_group,4,3,7,3,4,1,0,-1.0,0,-1.0,0,1457.34,100,35.0,1,0.0,1,2,1,0,1,0.4629,0
lambda,medium,degraded,fail,dependency_circuit_breaker,4,3,7,3,4,1,0,-1.0,0,-1.0,0,1457.34,100,35.0,1,0.0,1,3,0,0,0,0.9077,1
application,critical,warning,restart,direct_lift_shift,6,3,9,2,1,0,0,38.0,1,-1.0,0,2105.67,70,-1.0,0,0.0,1,1,0,0,0,0.3084,0
application,critical,warning,restart,phased_blue_green,6,3,9,2,1,0,0,38.0,1,-1.0,0,2105.67,70,-1.0,0,0.0,1,2,1,1,1,0.6417,0
application,critical,warning,restart,multi_az_modernize,6,3,9,2,1,0,0,38.0,1,-1.0,0,2105.67,70,-1.0,0,0.0,1,3,1,0,1,0.9052,1
application,critical,warning,restart,read_replica_offload,6,3,9,2,1,0,0,38.0,1,-1.0,0,2105.67,70,-1.0,0,0.0,1,3,0,1,0,0.0903,0
application,critical,warning,restart,auto_scaling_group,6,3,9,2,1,0,0,38.0,1,-1.0,0,2105.67,70,-1.0,0,0.0,1,2,1,0,1,0.4074,0
application,critical,warning,restart,dependency_circuit_breaker,6,3,9,2,1,0,0,38.0,1,-1.0,0,2105.67,70,-1.0,0,0.0,1,3,0,0,0,0.9008,1
lambda,high,active,fail,direct_lift_shift,8,4,12,4,3,1,0,46.2,1,-1.0,0,2456.69,100,29.9,1,0.0,1,1,0,0,0,0.2621,0
lambda,high,active,fail,phased_blue_green,8,4,12,4,3,1,0,46.2,1,-1.0,0,2456.69,100,29.9,1,0.0,1,2,1,1,1,0.4295,0
lambda,high,active,fail,multi_az_modernize,8,4,12,4,3,1,0,46.2,1,-1.0,0,2456.69,100,29.9,1,0.0,1,3,1,0,1,0.7538,1
lambda,high,active,fail,read_replica_offload,8,4,12,4,3,1,0,46.2,1,-1.0,0,2456.69,100,29.9,1,0.0,1,3,0,1,0,0.0648,0
lambda,high,active,fail,auto_scaling_group,8,4,12,4,3,1,0,46.2,1,-1.0,0,2456.69,100,29.9,1,0.0,1,2,1,0,1,0.5306,0
lambda,high,active,fail,dependency_circuit_breaker,8,4,12,4,3,1,0,46.2,1,-1.0,0,2456.69,100,29.9,1,0.0,1,3,0,0,0,0.9789,1
container,high,active,scale,direct_lift_shift,6,5,11,0,3,1,0,21.7,1,-1.0,0,1487.11,75,-1.0,0,743.55,1,1,0,0,0,0.3053,0
container,high,active,scale,phased_blue_green,6,5,11,0,3,1,0,21.7,1,-1.0,0,1487.11,75,-1.0,0,743.55,1,2,1,1,1,0.5962,0
container,high,active,scale,multi_az_modernize,6,5,11,0,3,1,0,21.7,1,-1.0,0,1487.11,75,-1.0,0,743.55,1,3,1,0,1,0.9342,1
container,high,active,scale,read_replica_offload,6,5,11,0,3,1,0,21.7,1,-1.0,0,1487.11,75,-1.0,0,743.55,1,3,0,1,0,0.0735,0
container,high,active,scale,auto_scaling_group,6,5,11,0,3,1,0,21.7,1,-1.0,0,1487.11,75,-1.0,0,743.55,1,2,1,0,1,0.9267,1
container,high,active,scale,dependency_circuit_breaker,6,5,11,0,3,1,0,21.7,1,-1.0,0,1487.11,75,-1.0,0,743.55,1,3,0,0,0,0.4815,0
server,critical,warning,scale,direct_lift_shift,8,3,11,0,2,1,0,66.6,1,882.8,1,1889.09,88,69.1,1,944.54,1,1,0,0,0,0.2782,0
server,critical,warning,scale,phased_blue_green,8,3,11,0,2,1,0,66.6,1,882.8,1,1889.09,88,69.1,1,944.54,1,2,1,1,1,0.6884,0
server,critical,warning,scale,multi_az_modernize,8,3,11,0,2,1,0,66.6,1,882.8,1,1889.09,88,69.1,1,944.54,1,3,1,0,1,0.98,1
server,critical,warning,scale,read_replica_offload,8,3,11,0,2,1,0,66.6,1,882.8,1,1889.09,88,69.1,1,944.54,1,3,0,1,0,0.0968,0
server,critical,warning,scale,auto_scaling_group,8,3,11,0,2,1,0,66.6,1,882.8,1,1889.09,88,69.1,1,944.54,1,2,1,0,1,0.9686,1
server,critical,warning,scale,dependency_circuit_breaker,8,3,11,0,2,1,0,66.6,1,882.8,1,1889.09,88,69.1,1,944.54,1,3,0,0,0,0.5227,0
container,critical,active,migrate,direct_lift_shift,3,2,5,0,2,1,2,57.6,1,-1.0,0,2377.83,100,24.9,1,475.57,1,1,0,0,0,0.297,0
container,critical,active,migrate,phased_blue_green,3,2,5,0,2,1,2,57.6,1,-1.0,0,2377.83,100,24.9,1,475.57,1,2,1,1,1,0.5986,0
container,critical,active,migrate,multi_az_modernize,3,2,5,0,2,1,2,57.6,1,-1.0,0,2377.83,100,24.9,1,475.57,1,3,1,0,1,0.9008,1
container,critical,active,migrate,read_replica_offload,3,2,5,0,2,1,2,57.6,1,-1.0,0,2377.83,100,24.9,1,475.57,1,3,0,1,0,0.0573,0
container,critical,active,migrate,auto_scaling_group,3,2,5,0,2,1,2,57.6,1,-1.0,0,2377.83,100,24.9,1,475.57,1,2,1,0,1,0.498,0
container,critical,active,migrate,dependency_circuit_breaker,3,2,5,0,2,1,2,57.6,1,-1.0,0,2377.83,100,24.9,1,475.57,1,3,0,0,0,0.491,0
container,medium,degraded,migrate,direct_lift_shift,1,2,3,1,4,0,0,29.8,1,-1.0,0,1112.44,65,35.0,1,222.49,1,1,0,0,0,0.8481,1
container,medium,degraded,migrate,phased_blue_green,1,2,3,1,4,0,0,29.8,1,-1.0,0,1112.44,65,35.0,1,222.49,1,2,1,1,1,0.468,0
container,medium,degraded,migrate,multi_az_modernize,1,2,3,1,4,0,0,29.8,1,-1.0,0,1112.44,65,35.0,1,222.49,1,3,1,0,1,0.4405,0
container,medium,degraded,migrate,read_replica_offload,1,2,3,1,4,0,0,29.8,1,-1.0,0,1112.44,65,35.0,1,222.49,1,3,0,1,0,0.05,0
container,medium,degraded,migrate,auto_scaling_group,1,2,3,1,4,0,0,29.8,1,-1.0,0,1112.44,65,35.0,1,222.49,1,2,1,0,1,0.4948,0
container,medium,degraded,migrate,dependency_circuit_breaker,1,2,3,1,4,0,0,29.8,1,-1.0,0,1112.44,65,35.0,1,222.49,1,3,0,0,0,0.4828,0
container,high,warning,restart,direct_lift_shift,1,5,6,1,3,0,0,14.8,1,-1.0,0,1419.71,45,-1.0,0,0.0,1,1,0,0,0,0.823,1
container,high,warning,restart,phased_blue_green,1,5,6,1,3,0,0,14.8,1,-1.0,0,1419.71,45,-1.0,0,0.0,1,2,1,1,1,0.5529,0
container,high,warning,restart,multi_az_modernize,1,5,6,1,3,0,0,14.8,1,-1.0,0,1419.71,45,-1.0,0,0.0,1,3,1,0,1,0.8656,1
container,high,warning,restart,read_replica_offload,1,5,6,1,3,0,0,14.8,1,-1.0,0,1419.71,45,-1.0,0,0.0,1,3,0,1,0,0.1567,0
container,high,warning,restart,auto_scaling_group,1,5,6,1,3,0,0,14.8,1,-1.0,0,1419.71,45,-1.0,0,0.0,1,2,1,0,1,0.565,0
container,high,warning,restart,dependency_circuit_breaker,1,5,6,1,3,0,0,14.8,1,-1.0,0,1419.71,45,-1.0,0,0.0,1,3,0,0,0,0.422,0
storage,high,active,fail,direct_lift_shift,7,0,7,4,2,0,0,74.5,1,628.7,1,1875.57,87,56.4,1,0.0,1,1,0,0,0,0.2537,0
storage,high,active,fail,phased_blue_green,7,0,7,4,2,0,0,74.5,1,628.7,1,1875.57,87,56.4,1,0.0,1,2,1,1,1,0.634,0
storage,high,active,fail,multi_az_modernize,7,0,7,4,2,0,0,74.5,1,628.7,1,1875.57,87,56.4,1,0.0,1,3,1,0,1,0.7835,1
storage,high,active,fail,read_replica_offload,7,0,7,4,2,0,0,74.5,1,628.7,1,1875.57,87,56.4,1,0.0,1,3,0,1,0,0.05,0
storage,high,active,fail,auto_scaling_group,7,0,7,4,2,0,0,74.5,1,628.7,1,1875.57,87,56.4,1,0.0,1,2,1,0,1,0.181,0
storage,high,active,fail,dependency_circuit_breaker,7,0,7,4,2,0,0,74.5,1,628.7,1,1875.57,87,56.4,1,0.0,1,3,0,0,0,0.98,1
lambda,medium,degraded,scale,direct_lift_shift,2,2,4,2,1,1,0,87.0,1,-1.0,0,1797.92,85,-1.0,0,898.96,1,1,0,0,0,0.2861,0
lambda,medium,degraded,scale,phased_blue_green,2,2,4,2,1,1,0,87.0,1,-1.0,0,1797.92,85,-1.0,0,898.96,1,2,1,1,1,0.4629,0
lambda,medium,degraded,scale,multi_az_modernize,2,2,4,2,1,1,0,87.0,1,-1.0,0,1797.92,85,-1.0,0,898.96,1,3,1,0,1,0.7991,1
lambda,medium,degraded,scale,read_replica_offload,2,2,4,2,1,1,0,87.0,1,-1.0,0,1797.92,85,-1.0,0,898.96,1,3,0,1,0,0.1673,0
lambda,medium,degraded,scale,auto_scaling_group,2,2,4,2,1,1,0,87.0,1,-1.0,0,1797.92,85,-1.0,0,898.96,1,2,1,0,1,0.5859,0
lambda,medium,degraded,scale,dependency_circuit_breaker,2,2,4,2,1,1,0,87.0,1,-1.0,0,1797.92,85,-1.0,0,898.96,1,3,0,0,0,0.4765,0
server,critical,warning,scale,direct_lift_shift,2,1,3,2,1,0,0,53.7,1,728.9,1,1710.14,73,56.4,1,855.07,1,1,0,0,0,0.52,0
server,critical,warning,scale,phased_blue_green,2,1,3,2,1,0,0,53.7,1,728.9,1,1710.14,73,56.4,1,855.07,1,2,1,1,1,0.5661,0
server,critical,warning,scale,multi_az_modernize,2,1,3,2,1,0,0,53.7,1,728.9,1,1710.14,73,56.4,1,855.07,1,3,1,0,1,0.98,1
server,critical,warning,scale,read_replica_offload,2,1,3,2,1,0,0,53.7,1,728.9,1,1710.14,73,56.4,1,855.07,1,3,0,1,0,0.0981,0
server,critical,warning,scale,auto_scaling_group,2,1,3,2,1,0,0,53.7,1,728.9,1,1710.14,73,56.4,1,855.07,1,2,1,0,1,0.9573,1
server,critical,warning,scale,dependency_circuit_breaker,2,1,3,2,1,0,0,53.7,1,728.9,1,1710.14,73,56.4,1,855.07,1,3,0,0,0,0.4284,0
lambda,low,degraded,fail,direct_lift_shift,8,0,8,4,3,0,0,78.1,1,-1.0,0,562.65,90,29.9,1,0.0,1,1,0,0,0,0.2199,0
lambda,low,degraded,fail,phased_blue_green,8,0,8,4,3,0,0,78.1,1,-1.0,0,562.65,90,29.9,1,0.0,1,2,1,1,1,0.4382,0
lambda,low,degraded,fail,multi_az_modernize,8,0,8,4,3,0,0,78.1,1,-1.0,0,562.65,90,29.9,1,0.0,1,3,1,0,1,0.4083,0
lambda,low,degraded,fail,read_replica_offload,8,0,8,4,3,0,0,78.1,1,-1.0,0,562.65,90,29.9,1,0.0,1,3,0,1,0,0.0841,0
lambda,low,degraded,fail,auto_scaling_group,8,0,8,4,3,0,0,78.1,1,-1.0,0,562.65,90,29.9,1,0.0,1,2,1,0,1,0.4585,0
lambda,low,degraded,fail,dependency_circuit_breaker,8,0,8,4,3,0,0,78.1,1,-1.0,0,562.65,90,29.9,1,0.0,1,3,0,0,0,0.8686,1
application,medium,warning,restart,direct_lift_shift,7,2,9,1,0,0,0,16.9,1,-1.0,0,1204.39,47,-1.0,0,0.0,1,1,0,0,0,0.2983,0
application,medium,warning,restart,phased_blue_green,7,2,9,1,0,0,0,16.9,1,-1.0,0,1204.39,47,-1.0,0,0.0,1,2,1,1,1,0.6598,0
application,medium,warning,restart,multi_az_modernize,7,2,9,1,0,0,0,16.9,1,-1.0,0,1204.39,47,-1.0,0,0.0,1,3,1,0,1,0.5245,0
application,medium,warning,restart,read_replica_offload,7,2,9,1,0,0,0,16.9,1,-1.0,0,1204.39,47,-1.0,0,0.0,1,3,0,1,0,0.064,0
application,medium,warning,restart,auto_scaling_group,7,2,9,1,0,0,0,16.9,1,-1.0,0,1204.39,47,-1.0,0,0.0,1,2,1,0,1,0.3818,0
application,medium,warning,restart,dependency_circuit_breaker,7,2,9,1,0,0,0,16.9,1,-1.0,0,1204.39,47,-1.0,0,0.0,1,3,0,0,0,0.8791,1
application,medium,warning,scale,direct_lift_shift,8,5,13,4,3,0,0,92.1,1,-1.0,0,235.72,70,-1.0,0,117.86,1,1,0,0,0,0.2153,0
application,medium,warning,scale,phased_blue_green,8,5,13,4,3,0,0,92.1,1,-1.0,0,235.72,70,-1.0,0,117.86,1,2,1,1,1,0.664,0
application,medium,warning,scale,multi_az_modernize,8,5,13,4,3,0,0,92.1,1,-1.0,0,235.72,70,-1.0,0,117.86,1,3,1,0,1,0.6314,0
application,medium,warning,scale,read_replica_offload,8,5,13,4,3,0,0,92.1,1,-1.0,0,235.72,70,-1.0,0,117.86,1,3,0,1,0,0.1278,0
application,medium,warning,scale,auto_scaling_group,8,5,13,4,3,0,0,92.1,1,-1.0,0,235.72,70,-1.0,0,117.86,1,2,1,0,1,0.98,1
application,medium,warning,scale,dependency_circuit_breaker,8,5,13,4,3,0,0,92.1,1,-1.0,0,235.72,70,-1.0,0,117.86,1,3,0,0,0,0.9228,1
storage,critical,warning,restart,direct_lift_shift,8,3,11,1,3,1,0,81.3,1,791.0,1,1554.67,100,69.6,1,0.0,1,1,0,0,0,0.2248,0
storage,critical,warning,restart,phased_blue_green,8,3,11,1,3,1,0,81.3,1,791.0,1,1554.67,100,69.6,1,0.0,1,2,1,1,1,0.6639,0
storage,critical,warning,restart,multi_az_modernize,8,3,11,1,3,1,0,81.3,1,791.0,1,1554.67,100,69.6,1,0.0,1,3,1,0,1,0.9712,1
storage,critical,warning,restart,read_replica_offload,8,3,11,1,3,1,0,81.3,1,791.0,1,1554.67,100,69.6,1,0.0,1,3,0,1,0,0.1732,0
storage,critical,warning,restart,auto_scaling_group,8,3,11,1,3,1,0,81.3,1,791.0,1,1554.67,100,69.6,1,0.0,1,2,1,0,1,0.127,0
storage,critical,warning,restart,dependency_circuit_breaker,8,3,11,1,3,1,0,81.3,1,791.0,1,1554.67,100,69.6,1,0.0,1,3,0,0,0,0.9101,1
lambda,medium,degraded,scale,direct_lift_shift,4,4,8,3,2,1,0,-1.0,0,-1.0,0,908.31,85,-1.0,0,454.15,1,1,0,0,0,0.1928,0
lambda,medium,degraded,scale,phased_blue_green,4,4,8,3,2,1,0,-1.0,0,-1.0,0,908.31,85,-1.0,0,454.15,1,2,1,1,1,0.483,0
lambda,medium,degraded,scale,multi_az_modernize,4,4,8,3,2,1,0,-1.0,0,-1.0,0,908.31,85,-1.0,0,454.15,1,3,1,0,1,0.8621,1
